eval_id,customer_tweet_id,customer_created_at,customer_text,sampling_bucket,human_intent,safe_to_auto_handle,evidence_sufficient,escalation_reason,expected_reply_points,baseline_reply,reply_point_coverage,predicted_auto,correct_auto_decision,predicted_intent
150,561062,2017-12-02 22:53:10+00:00,The gamble paid off! Split @25703 off my PNR and got her on the earlier JFK-LAX @AmericanAir flight. Now she gets to enjoy AA's great A321T biz for the first time! 😁 https://t.co/aWeoOqkpC8,payment_fees_refund,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
151,1127075,2017-11-25 11:55:22+00:00,@AmericanAir Outbound flight delayed-miss connection-results in red-eye. Return flight path starts with a 3 hour mechanical delay after plane sat at airport for 8 hours overnight. #HappyThanksgiving,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
152,102340,2017-11-30 17:27:05+00:00,"@AmericanAir Is there a way to view the fare rules for a ticketed reservation on https://t.co/DZ6EoAvL4b?  I'm considering a cancellation / change, but cannot figure out how to see the details on fees.  Thanks!",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
153,2807935,2017-11-27 02:36:12+00:00,@AmericanAir It’s hard to know when you are on hold for 20 minutes and the rebooking line isn’t moving 🤷🏻‍♂️,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
154,154001,2017-11-24 16:42:06+00:00,"@AmericanAir After check in moved my husband’s and I️ seats were moved apart, and than made him pay at the gate for a personal item. The desk attendants did nothing to help and were more concerned about getting their line down than helping us.",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
155,653235,2017-11-22 07:04:07+00:00,@AmericanAir Still laughing at the absurdity of this tbh. No idea when the bag will show up yet though. American's website for lost bags is about as reliable as package tracking.,lost_found,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
156,2911100,2017-11-28 21:44:40+00:00,@AmericanAir why would i pay $1400 to secure my status when I'm less than $50 and 800 miles away? Knowing that I have a trip scheduled next week this seems like a waste.  Do you really know your customers?,loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
157,475781,2017-12-01 10:33:22+00:00,"Waiting for this flight to Charlotte on @AmericanAir out of the 305, current mood: https://t.co/VFPZbwngDl",ambiguous_general,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
158,2832493,2017-11-27 14:59:00+00:00,@AmericanAir AA433 can’t wait an extra 20 minutes since many people are trying to make a connection to SFO?,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
159,658332,2017-11-22 23:01:39+00:00,Have you ever been in a cab with coworkers and you were the only one not allowed to check bag? I got left in Chicago thanks to @AmericanAir,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
160,110336,2017-11-23 18:44:03+00:00,Missed @AmericanAir flight this morning. Now @140508 cancelled our Sat. return flight and wants to extort $200 more to rebook on that same flight we already paid them for.  Refusing to refund $. #badcustomerservice Thanks for ruining our family's Thanksgiving,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
161,452309,2017-11-30 21:56:02+00:00,"@AmericanAir Still waiting for an answer! I dont need to be told its not affected ""now"". Of course its not. Its December 1st. Nor do I need to be told how to check flight status. Im grown. This is going to be a PR nigthtmare &amp; U R not helping!",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
162,163868,2017-11-24 19:05:17+00:00,@AmericanAir ridiculous policy of charging $150 to restate miles when you book using miles - #stopflyingamerican and use @SouthwestAir instead!!,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
163,514255,2017-12-01 23:52:18+00:00,"Buy an aisle seat on @AmericanAir in July for a flight in December. Get boarding pass for middle seat...  ""Thank you"" for the 7+ hour flight in the middle seat...",seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
164,514202,2017-12-02 00:22:36+00:00,@AmericanAir flight attendant on 5282 makes me unpack everything in my bag and carry it in a plastic bag because my bag is too big to carry on plane. Left my scarf and a folder inside. Silly! #loyalamericanmember https://t.co/fFVH4RFhbC,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
165,564616,2017-12-03 00:07:48+00:00,@AmericanAir are  you kidding me ????  That's  exactly team  I contacted the  Customer Relations team. Shit service and minimal compensation for  being trapped in Rio for three  days  due  to the A-Airbus electronic fault  not to mention that I lost over 1200 USD  for  my hotel.,lost_found,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
166,2792406,2017-11-21 20:49:28+00:00,Everybody told me: Don’t use @AmericanAir but I’m stupid and  I bought the tickets to US with them.,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
167,2721513,2017-11-26 23:25:58+00:00,@AmericanAir It should probably reiterate that clearly considering I just had to pay because I thought I didn’t have a seat? Thanks,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
168,480036,2017-12-01 12:43:32+00:00,"@AmericanAir Hi, what’s the status of the flight No.2545 (LAX-MEX). My parents had to land in Mazatlán to load fuel. The flight had to have landed at 6 am in the @199555.",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
169,543256,2017-12-03 01:50:26+00:00,"@AmericanAir Hi @americanair, we have landed in SFO 3+ hours late (missing our afternoon plans) and without our luggage (which seems to have taken a different tour across the country). Anything you can do to make up for this?",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
170,701912,2017-11-23 15:59:23+00:00,@AmericanAir friend couldn't make her connection b/c her original flight was delayed....can she at least get a voucher since now she misses #Thanksgiving??,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
171,152378,2017-11-24 17:58:20+00:00,@AmericanAir Then why am I still unable to check in? Your AA team and oneworld partners are the reason we’re in this mess in the first place. Iberia canceled a segment and no one thought to tell us. You just decided we’d teleport to Madrid.,ambiguous_general,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
172,2368467,2017-11-26 17:03:37+00:00,.@AmericanAir is charging customers a $60 “bag fee” at the gate based on ticket class. Guess there wasn’t enough space... oh wait. #morelikeUNAmerican https://t.co/1FyjUboM29,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
173,249828,2017-11-25 02:52:28+00:00,@AmericanAir why is flight AA4340 already delayed???,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
174,2967226,2017-11-29 22:54:04+00:00,"Dear @AmericanAir, 

1 of your Aadvantage reps called yesterday to remind us that husband's 149k miles were about to expire. We fixed that today. 

A Million THANK YOUS for that call! https://t.co/HTQ5ZMOsWW",loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
175,2941606,2017-11-29 13:44:18+00:00,"@AmericanAir Checked bags at #PWM yesterday afternoon, boarded the plane on time, flew to #PHL. Ground crew didn't bother to load ANY of the bags at all. Plane arrived in Philly empty.  #WTF Someone needs to be fired...",baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
176,2902969,2017-11-28 18:19:22+00:00,"@AmericanAir our flight was first delayed, then flight cancelled, and have 30 mins to change planes in Washington with a person with accessibility needs. Praying we don’t miss our connection and ultimately basic training graduation. #reasonstoneverflyamerican #neveragain",accessibility,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.2,False,True,unknown
177,2859277,2017-11-27 21:59:08+00:00,"Advised by an @AmericanAir representative that my flight (AA1522 on 11/26 SFO-ORD) was delayed due to maintenance, which resulted in a 3.5 hour delay, and extremely condescending gate agents handling the issues. Please help ASAP @AmericanAir #PassengerBillofRights",checkin_boarding_gate,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
178,2918243,2017-11-29 00:10:26+00:00,"American Airlines delaying my flight because “due to the in-flight entertainment system being broken, we will switch aircraft”. 

Dear @AmericanAir, I do not care enough about your bland movies and ads to wish to land at 3AM. 

Best,
Adriana",onboard_services,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
179,1272559,2017-11-25 21:14:56+00:00,@AmericanAir Okay. Thanks!,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
180,2816827,2017-11-27 03:38:15+00:00,@AmericanAir aa6082 super delayed... Set for 655 departure. We sit on taxi way for 40min just to return to gate for a bad bag and refuel?? I'd rather have stayed in beautiful @108033 until we had to leave :(,baggage,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
181,2861468,2017-11-27 22:26:44+00:00,"@AmericanAir flight was late by an hour and a half, cause me to miss my connection, and offered no compensation, meanwhile customer service doesn't know how to work their keyboards to reschedule.  Will not be flying with them again any time soon.",rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
182,2344851,2017-11-26 16:24:26+00:00,"So pissed at @AmericanAir! Told me I couldn’t carry my bag on because the overhead bins are full only to see numerous bins open. Seriously, why do I have to pay for my ticket when they don’t have to let me bring my bag? #badbusiess",booking,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
183,1127082,2017-11-25 11:49:59+00:00,"@AmericanAir I am on flight 2102 this AM and you guys are DROPPING. THE. BALL. If I miss my connection to LA, I will not be happy.",rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
184,327955,2017-11-25 04:04:09+00:00,Trying to figure out a mileage run on @AmericanAir before EOY to qualify for Platinum Pro. How do y'all figure out the EQMs?? HELP ME lol,loyalty,loyalty,True,True,,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
185,2721497,2017-11-26 23:13:54+00:00,@AmericanAir what is policy for assisted departure?,ambiguous_general,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.2,False,True,unknown
186,859472,2017-11-30 20:24:49+00:00,"Reached elite status with @AmericanAir and all I got in the mail was blank employee recognition cards.

I’ll be flying @SouthwestAir everywhere I go and enjoying my #AList status from now on. At least #SouthWest appreciates my business.",loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
187,623260,2017-11-22 17:26:55+00:00,@AmericanAir I know the holiday season is busy but I booked my thanksgiving flight in July and you gave me absolutely no notice of the time and connection change. I paid for a direct flight and I would love that $ back for the holidays.,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
188,2841302,2017-11-27 16:31:12+00:00,Thanks @AmericanAir for ruining my son’s Christmas present. 5 delays.  Missing our connection.,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
189,2953205,2017-11-29 18:15:15+00:00,"@AmericanAir why is EVERYTHING so complicated with your service. I buy tickets, pay extra seat charges to sit with my family, then end up sitting on hold 45 mins and have to escalate to a supervisor to add a lap child. #ugh",seat,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
190,2915330,2017-11-28 23:11:01+00:00,@AmericanAir y'all suck at being on time #punctualityiskey,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
191,701874,2017-11-25 16:34:00+00:00,@AmericanAir I tried and I got no luck! :/ I had to book through a different airline at a different airport. Is there any way I can get a refund or even a voucher for my missed flight?,rebooking_itinerary,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
192,1630683,2017-11-26 04:19:10+00:00,@AmericanAir Communication around flights to/from hurricane ravaged areas has been poor. United gave us a refund. AA did not and I had to stay on the phone 45 minutes just to get a change fee waiver.  Then the nickel and dime started over the seats we bought originally.,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
193,504464,2017-12-01 20:43:50+00:00,Currently in Memphis &amp; just had to de plane @116450 flight to Chicago for reasons unknown. Can anybody help me?  @SouthwestAir @AmericanAir @126403,ambiguous_general,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
194,157177,2017-11-25 14:09:51+00:00,@AmericanAir When are all domestic flying aircraft going to have TV screens on seat backs? This century or next? Flew from Boston on 1506 Tuesday and was extremely disappointed in the old grossness of your cabin on this flight. Not a good experience.,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
195,578860,2017-12-03 10:27:35+00:00,"@AmericanAir messed up our gate number this morning and sent us to the wrong end of DFW. 

My bf has a handicap disability and asked an American air employee to give him a ride to the gate and they drove passed and laughed. 

I know who not to fly again 🙄",accessibility,accessibility,True,True,,Acknowledge the accessibility need and connect the customer with appropriate assistance.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.2,False,False,unknown
196,2134104,2017-11-26 13:05:23+00:00,@AmericanAir I have a flight tonight and then another one tomorrow AM (different record locators). Will I not be able to check in for my flight tomorrow until I have completed my trip tonight?,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
197,488978,2017-12-01 16:38:04+00:00,@AmericanAir So 644 is canceled too?,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
198,510715,2017-12-01 22:56:52+00:00,@AmericanAir Worst flight ever!! And id kindly appreciate if I am not charged the 25... bag number aa695373 it’s not teachable!,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
199,550129,2017-12-02 18:10:34+00:00,"@AmericanAir help me out. I’m being charged $360 to transfer miles to my wife’s account. It’s going to be cheaper for me to just buy a ticket. Long story short we need to combine our miles so her, my daughter and myself can fly together but we’re not paying that fee.",ambiguous_general,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
200,2802723,2017-11-22 01:07:45+00:00,"@AmericanAir I no longer have Platinum status, am I still able to use the '500-Mile Upgrades' I have previously earned and are showing in my account balance?",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
201,548825,2017-12-02 17:53:40+00:00,@AmericanAir I am on a delayed flight that will keep me from making my connection. Can you help me?,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
202,2885445,2017-11-28 11:30:49+00:00,"@AmericanAir is the worst airline I’ve used this year. When I tried to check my bag at the gate, they charged me $50 cuz they said I should’ve checked it sooner. I was able to gate check the previous flight. I will never fly AA again. And they were so rude!",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
203,684127,2017-11-23 12:11:39+00:00,Keeps getting better. Can’t get to our gate 🙄 stand still stuck on the plane. Clock is still ticking. Again thank you @AmericanAir,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
204,157155,2017-11-24 17:33:39+00:00,@AmericanAir -I’m curious how you guys can suddenly be so confused about getting me a refund. I have been waiting on it since SEPTEMBER. POOR customer service to say the least.,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
205,2965763,2017-11-30 02:00:54+00:00,@AmericanAir But this is useless because you don't know which flights are cancelled yet. Will people get enough heads up to book another flight? Will you help them?,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
206,2843235,2017-11-27 16:04:13+00:00,@AmericanAir flying 30 yr old airplane to Miami.  No overhead space or seat space.  Worst airline in Dallas.  @SouthwestAir please add more flights to South Florida.,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
207,2691339,2017-11-30 21:55:16+00:00,"@AmericanAir your website isn't working, getting lots of Access Denied message. Here's a reference number from the error: Reference #18.54cafea5.1512078851.572a2260",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
208,540490,2017-12-02 15:07:24+00:00,@AmericanAir She is rebooked tomorrow but who know if flt makes it. She needs an aisle seat.  Still hasnt received confirmation.    She needs to be home for a funeral,seat,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
209,642271,2017-11-22 20:16:40+00:00,"Onboard this @AmericanAir A319 which started in operation for America West, then US Airways. #avgeek https://t.co/x83TqyKNlO",ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
210,647256,2017-11-22 18:38:24+00:00,@AmericanAir what’s the point of paying for first class &amp; priority when your bags come out last! #nobueno #waitedtolong #notokay,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
211,2933298,2017-11-29 09:22:09+00:00,@AmericanAir why no pre-check on my mobile boarding pass? I paid good money to not have to take my belt off.,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
212,2785370,2017-11-27 00:32:21+00:00,@AmericanAir Check in online was down. Its been 2 hours waiting in line to check in and no staff is explaining anything Flight 908 boards in 1 hour and still unable to check our bags,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
213,1050198,2017-11-25 17:42:43+00:00,@AmericanAir delayed again?! Killing it! Good job everybody.,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
214,2784948,2017-11-21 18:01:26+00:00,"We got to the gate 10 mins before departure time, other passengers on the shuttle got onto the plane. With ramp, we had to wait with the wheelchair. As we got to the gate half a second before the other passengers, @AmericanAir slammed the door on a passenger who is disabled!",accessibility,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.2,False,True,unknown
215,663016,2017-11-23 01:33:36+00:00,@177881 i just left flight 5060 from Charlotte to Mobile on @AmericanAir Seat C1. I left a black drawstring bag the size of  a hand with white gloves in it. These are of great importance to me. Any help in retrieving them is appreciated. 7032299834,baggage,lost_found,False,False,lost_property_case,Provide the Lost & Found process and request relevant flight/item details.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
216,515544,2017-12-02 00:26:11+00:00,"@AmericanAir if I book my flight and my campanions flight under 2 seperate transactions bcuz our return flights are different, how do I join them so we get companion benefits?  Is that possible?",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
217,628354,2017-11-22 14:54:32+00:00,@AmericanAir #disgusted #horribleservice was travelling for surgery get to airport flight delayed &amp; ticket cancelled without notice for no reason 2nd flight told to check carryon eventho meds and nebulizer in bag couldn't ask ppl that took 3+ carryons on before to check theres!,flight_delay_status,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.2,False,True,unknown
218,2938007,2017-11-29 13:04:19+00:00,"@AmericanAir Holy cow, super narrow seats! No IFE! When the person in front of me reclined, I was almost impaled by my laptop! Good thing no one in middle seat so I have a bit more breathing room.
I'm sure it's super efficient with fuel and all, but anything &gt;3 hrs will be horrendous!",seat,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
219,2968544,2017-11-29 23:41:05+00:00,#DearSanta all I want for #Christmas is a @116462 WiFi connection on my beloved @AmericanAir flights faster than 9600baud dialup !,onboard_services,onboard_services,True,True,,Provide information about onboard services and escalate current aircraft-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
220,162357,2017-11-24 18:52:10+00:00,@AmericanAir thank you so much Tess  I believe that's her name.  She helped me fine a seat closer to my son whom isn't feeling well.  It was my fault I didn't pay attention to our seats earlier.  Have a blessed day.,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
