eval_id,customer_tweet_id,customer_created_at,customer_text,sampling_bucket,human_intent,safe_to_auto_handle,evidence_sufficient,escalation_reason,expected_reply_points,retrieved_customer,baseline_reply,retrieval_similarity,reply_point_coverage,predicted_intent,predicted_auto,correct_auto_decision
117,2489860,2017-11-26 19:12:16+00:00,@AmericanAir We  just got delayed us for another another hour and a half,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,"@196746 @AmericanAir thanks to the dummies that stocked wrong plane, and delayed us for hour and 15 minutes.",@217451 What's your flight number? We'll check for an update.,0.3101784880788449,0.1111111111111111,unknown,False,False
118,2983860,2017-11-30 05:41:07+00:00,@AmericanAir “At this time.” So probably a couple hours before I’m supposed to board I’ll get a cancellation and end up paying more for a ticket.,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,"@AmericanAir AA2493, board, deplane, board, deplane...I was supposed to arrive into JFK at this time, we are still in MIA...waiting...#delay",@159235 We see that the ETD is currently 10:30a and sincerely apologize for the continued delay. Our team will have you on your way shortly.,0.18454511466997617,0.0,unknown,False,True
119,2578131,2017-11-26 20:21:08+00:00,"@AmericanAir I used my miles to but my father’s ticket To New Orleans, but didn’t get the email confirmation. Can you please resend it to me?",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,"Good morning, Santa Fe. On my way to New Orleans on @AmericanAir https://t.co/9SXrrLC4aq",@260358 Great to fly with you today! We hope you have a good time in New Orleans.,0.2218275369375201,0.0,unknown,False,True
120,110323,2017-11-23 18:46:39+00:00,@AmericanAir I have filed! I received a call but no one was on the other line! When I called back I had to leave a voicemail!! I demand reimbursement for the clothes and shoes I'll have to buy today!!,payment_fees_refund,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir Had to buy another ticket from SKB to WAS because agent could not locate me in system. Had to buy new tik. Paid TWICE. HOW???!!,"@558910 Meet us in DM with more info. Do you have your record locator? If not we can also try your flight info, date of departure and full name.",0.1361019727083979,0.0,unknown,False,True
121,275765,2017-11-25 03:10:15+00:00,"@AmericanAir Your “airport team” hasn’t done anything. This is chaos and disorganization at its worst. They KNEW the fuel engine was broken before boarding and put us on plane anyway. I expect a 250,000 miles for the major inconvenience. #dangerous",checkin_boarding_gate,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir Chaos ensues https://t.co/rLZtMXO0eK,"@413771 We know this is far form ideal, Jamie. We so appreciate your patience this evening. Our sincere apologies for this experience.",0.16535613517545825,0.0,unknown,False,True
122,666431,2017-11-23 02:49:24+00:00,"With all of the crap we’ve dealt with lately from expediting fees for online tickets to terrible customer service, it’s a given we won’t fly @AmericanAir again. Would recommend others to consider other carriers who care about their customers",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir don't care about their customers,@514839 We care very much for our customers. How can we help?,0.28948210675325914,0.0,unknown,False,True
123,2958090,2017-11-29 19:29:41+00:00,@AmericanAir I tried to book a ticket but didn’t an email and my card wasn’t charged—safe to assume it wasn’t booked?,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@AmericanAir I tried to -- he wasn't very good with Twitter.,"@503204 Thanks, Diana! We're more than happy to assist but we'll need to work directly with him.",0.17977844609905913,0.0,unknown,False,True
124,2814128,2017-11-27 02:05:44+00:00,Hour and a half delay with more to come. We just don't know how much. Great job @AmericanAir. That's another reason why I fly @SouthwestAir every chance I get.,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir Every chance I get. Get that ground crew in shape. ;),@204494 We're working on it!,0.25539298285427503,0.0,unknown,False,False
125,448955,2017-11-30 20:17:43+00:00,I have a sneaking suspicion that I'm about to be rather sad I checked my bag...@AmericanAir 😜,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Grace! The @americanair sister checked my bag through to NYC. Whew! LOL,"@158636 That's great news, Roland. Have a wonderful flight!",0.2841778047898727,0.0,unknown,False,True
126,2914020,2017-11-29 00:00:25+00:00,"@AmericanAir Not from email response I received 2day fm UR customer relations dept. Offered a refund only for the price dif for the 1 ticket in which, 1 of us were kicked out of 1st class She stopped short of blaming it on me, when I asked if she was interested in keeping me as a customer",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir your customer relations dept not living up to expectations in addressing my problem. Can u help? #ExpectExcellence,"@183875 We'll look into this for you. Please DM your reference number starting with ""1-"".",0.15139274170230205,0.0,unknown,False,True
127,163850,2017-12-02 07:40:12+00:00,@AmericanAir Thanks. Took me an hour but I just kept my ear buds in and lived life - 2 transfers &amp; a lost call later a delightful woman cancelled my reservation &amp; I was able to rebook w/the upgrade!,lost_found,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir Was able to call later that night. Thanks!!,@293031 Glad to hear this has been resolved! We're looking forward to seeing you.,0.28828080988123705,0.0,unknown,False,False
128,1309489,2017-11-25 20:38:46+00:00,who doesn’t dream of having @AmericanAir calling your movie great 😍🎥💛😍🎥👑 https://t.co/a4gMJW3kqm,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,@AmericanAir for every one person who doesn’t care there are 10 that do. Thank you #stillstranded #peoplecare,@620922 We'll get you on your way and where you need to be as quickly as possible.,0.20119868095507012,0.0,unknown,False,True
129,2603775,2017-11-26 20:45:10+00:00,"@AmericanAir absolutely miserable gate management at 42B at LAX today. Made everyone with bag get out of line to check bags all at once. On board, half of overhead is open upon departure.",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Thanks LAX @AmericanAir gate agent who made groups 6 + check bags on red eye to Chicago. At least 50% of overhead is empty. https://t.co/zwjwqb9gtC,"@153490 We're so sorry for the inconvenience, Blair. We rely on our team to monitor the overhead space. Thanks for being flexible.",0.21360113215181634,0.0,unknown,False,True
130,2282600,2017-11-27 17:19:33+00:00,"@AmericanAir Yes. Last Tuesday night. See my DM for more details. The lost and found person kept telling me to contact @AmericanAir. Do you contract this service out? If so, you may want to consider a new vendor...",lost_found,lost_found,False,False,lost_property_case,Provide the Lost & Found process and request relevant flight/item details.,@AmericanAir i need a phone number for lost and found.,"@161200 If you haven't, please file a claim via: https://t.co/JsEGHYNki5 They stay in touch with you of any updates or new info available.",0.18290927056434125,0.0,unknown,False,True
131,596426,2017-12-03 19:11:32+00:00,"Very disappointed with @AmericanAir. First, I get charged $75 for using my points. Then my flight - which it says is on time - is actually not. We've been waiting for 30 minutes past our original boarding time to board.",loyalty,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,On time‼️👍 @AmericanAir,@381866 Thanks for flying with us today!,0.1646831972151272,0.0,unknown,False,True
132,2429110,2017-11-26 18:04:37+00:00,"hey @AmericanAir, you should probably notify me that the overhead on my plane is smaller so i could, i don't know, pack in a bag that could fit? so i don't add another hour to this day?",baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir Yes I did purchase basic economy but I had only one bag that could fit under seat. Still I was charged for it. @AmericanAir,"@161192 Our agents watch all bags. Personal items include a purse, or small backpack. Bigger bags are considered carry-on and must be checked.",0.17362318430336604,0.0,unknown,False,True
133,2358559,2017-11-30 05:30:29+00:00,Cancelled my @AmericanAir CC and will never fly them again. Zero point to fly with an airlines that doesn’t value mileage members.,loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Fuck @AmericanAir I will never fly with you again,@506279 We're so sorry that has been your experience. Please let us know if we can help in some way.,0.31904897994263226,0.0,unknown,False,True
134,2872954,2017-11-28 03:55:04+00:00,"@AmericanAir can you explain how you decided delay a flight 4+ hours (were still here), not let any one know until 30 min before, then not make sure the fuel pumps are working? all while only providing 1 bag of chips and a bottle of water?",baggage,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir @AmericanAir and all you offer us is a bag of chips!!!!!!!! Unreal!!!!,"@584647 We're sorry for the wait, Carli. Please follow and DM us, once your flight is complete and we'll review your flight experience.",0.19699664792970628,0.1111111111111111,unknown,False,True
135,685078,2017-11-23 12:32:14+00:00,"I am flying business, you don't allow me into the business lounge AND you cancel my flight back, really? @AmericanAir",cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Why would you cancel my flight on Canadian #Thanksgiving @AmericanAir 🙄🙄,@322566 We do all we can to avoid cancellations and get you where you need to be. Please meet us in DM if you need help rebooking.,0.24510634898119185,0.0,unknown,False,True
136,2843231,2017-11-27 16:48:49+00:00,@AmericanAir Why are your MIA Check-in Crew violating CFR 1540.5 by marking the outside of baggage that contain firearms. They are negating the TWIC screening process of airport personnel in a secure area and putting all travelers in danger by doing so. https://t.co/R7OGDBoPw9,checkin_boarding_gate,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",.@AmericanAir why are your seats slanted forward? This is miserable.,@714282 You should be able to let the seat back once you're in the air.,0.19822935364590333,0.0,unknown,False,True
137,2721444,2017-11-26 23:15:42+00:00,@AmericanAir what are passenger rights if you cancel our connecting flight from NY to Ohio and leave us stranded in NYC please?,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir Am I supposed to feel privileged that you didn't leave us stranded?,@471018 We see you made your flight and assure you our #AATeam is prepared to take excellent care of you!,0.2579854834083507,0.0,unknown,False,True
138,181894,2017-11-25 01:56:22+00:00,"Traveling during Thanksgiving proved to be interesting. At a time when security is on high alert, we only needed to be fearful of airline employees after witnessing a fight between two @AmericanAir staff members at the gate in Charlotte, NC. Inappropriate and uncomfortable.",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.","About to be stuck in Charlotte, NC airport for 5 hours thanks to @AmericanAir 😞 Boo.","@172988 Our apology for the extra wait time at CLT today, Alexis. We know it's not how you wanted your Sunday to go.",0.19080465270767383,0.1111111111111111,unknown,False,True
139,626917,2017-11-22 14:46:56+00:00,@AmericanAir @28752 Status of today’s Flight #5164??,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir what is status of flight 4825,@683900 We've been delayed until 7:30p due to heavy air traffic in PHL. Thanks for your patience.,0.3675066207969087,0.0,unknown,False,False
140,2873863,2017-11-28 03:57:48+00:00,"Meanwhile, if you book your flight to Chicago and your return flight to St. Louis in 2 different reservations instead of 1, @AmericanAir won’t charge you $200. This makes exactly zero sense",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir 1315 going to St Louis from ohare,@377010 Mother Nature has been having with us delaying our crew on incoming flights. We're showing an estimated departure time of 12:45a.,0.27185082198328936,0.0,unknown,False,True
141,623200,2017-11-22 17:59:05+00:00,@AmericanAir Not when one of the workers in the airport tells me to just go to my gate and it would be fine. If I would have known it would be $50 at the gate I would’ve paid at the front!,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir That would be a #pAAwesome flight!! 😉,"@377183 AAw, we love what you did there!",0.21211003192995687,0.0,unknown,False,True
142,481236,2017-12-01 13:36:37+00:00,@AmericanAir let me fly with my carry on too miami then told me it was too big to fly back! Had to pay $400 for another ticket 🤦🏼‍♀️,baggage,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Fuck you @AmericanAir and your concept of customer support. I must pay 400€ for another flight.,@281287 Some reservations do have change fees when making changes. Sorry you're unhappy.,0.24092898670548227,0.0,unknown,False,False
143,2967244,2017-11-29 22:40:34+00:00,@AmericanAir so when will you be giving notice of what flights are canceled?,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,"@AmericanAir sorry, there are 18 seats available so when will you release them for upgrade?","@267922 As soon as an upgrade becomes available for you, we'll be sure to send notification your way.",0.27679091425793395,0.0,unknown,False,True
144,2856003,2017-11-27 21:17:53+00:00,@AmericanAir 117. when will we land now? also do we get wifi on this flight?,onboard_services,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir So when will we depart San Juan??,@627380 We're currently showing an estimated time of departure of 5:30p from SJU.,0.2606116686542468,0.0,unknown,False,True
145,477297,2017-12-01 11:40:40+00:00,"@AmericanAir ""Sorry"" will not get me to my connection on time... I pay for on time arrivals. Not missed connection. Thanks.",rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,On time‼️👍 @AmericanAir,@381866 Thanks for flying with us today!,0.3731245746625467,0.0,unknown,False,False
146,2785398,2017-11-27 21:47:40+00:00,@AmericanAir Thank you for sending us vouchers in an effort to make up for our seat assignment error. Such a gesture is rare for airlines today but very much appreciated by two young travelers!,seat,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,@AmericanAir Thank you very much.,@685665 You're very welcome.,0.22413399173426346,0.0,unknown,False,False
147,607617,2017-11-22 11:38:11+00:00,I can’t wait to be home!! Ready for my two segments to get closer to Gold Elite Status with @AmericanAir,loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,@AmericanAir can you buy segments to count toward elite status?,@550889 You need to fly the segments for them to qualify. You might be able to Boost Your Miles. Click here for info https://t.co/bQvdbDhFpk,0.33952075190210823,0.0,unknown,False,True
148,2898428,2017-11-28 16:49:39+00:00,"And then the pilot lies @AmericanAir &amp; announces there is a new plane (no plane), I get re-booked on orig flight (still not going now cancelled). Now chasing down my back. Did I mention the nasty reservationist?? https://t.co/UNKUIGUqKx",cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,"@AmericanAir No joy, now cancelled.",@562400 Our team does their best to avoid cancellations and we see you're working with them now for rebooking. We'll have you on your way ASAP.,0.17113759873693854,0.0,unknown,False,True
149,2788312,2017-11-21 18:55:56+00:00,@AmericanAir - boy the old gray mare is not what it use to be. Look what I was greeted with upon boarding AA1186 to ORD! https://t.co/JNCpJfDU6T,checkin_boarding_gate,onboard_services,True,True,,Provide information about onboard services and escalate current aircraft-specific problems.,Hey @11434 look what was on my @AmericanAir flight today: https://t.co/FGkOeDn8Ay,@168377 We're glad you found a favorite to enjoy!,0.28676885730375545,0.0,unknown,False,False
150,561062,2017-12-02 22:53:10+00:00,The gamble paid off! Split @25703 off my PNR and got her on the earlier JFK-LAX @AmericanAir flight. Now she gets to enjoy AA's great A321T biz for the first time! 😁 https://t.co/aWeoOqkpC8,payment_fees_refund,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,.@151271 flying @AmericanAir for the first time! #avgeek,"@218902 We're so excited to welcome you! Let us know if you have any questions about your flight, we're right here for you.",0.19261490338782603,0.0,unknown,False,True
151,1127075,2017-11-25 11:55:22+00:00,@AmericanAir Outbound flight delayed-miss connection-results in red-eye. Return flight path starts with a 3 hour mechanical delay after plane sat at airport for 8 hours overnight. #HappyThanksgiving,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,"@AmericanAir Thanks.  Including red eye ""brunch"" flights?","@250671 That's correct, Eric!",0.2193901065018193,0.0,unknown,False,False
152,102340,2017-11-30 17:27:05+00:00,"@AmericanAir Is there a way to view the fare rules for a ticketed reservation on https://t.co/DZ6EoAvL4b?  I'm considering a cancellation / change, but cannot figure out how to see the details on fees.  Thanks!",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@AmericanAir Any details on what’s delaying AA759 in ATH?,@352961 Our apologies for the delay. We see that you're soaring high above the clouds now.,0.20350821095099672,0.0,unknown,False,True
153,2807935,2017-11-27 02:36:12+00:00,@AmericanAir It’s hard to know when you are on hold for 20 minutes and the rebooking line isn’t moving 🤷🏻‍♂️,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,".@AmericanAir you need more help @122122 in the rebooking line, I'm ready to be home. https://t.co/2Gqt3uvT22",@212499 We can help with rebooking so please DM your record locator and we’ll get you home soon.,0.2705666594229139,0.2,unknown,False,True
154,154001,2017-11-24 16:42:06+00:00,"@AmericanAir After check in moved my husband’s and I️ seats were moved apart, and than made him pay at the gate for a personal item. The desk attendants did nothing to help and were more concerned about getting their line down than helping us.",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",@AmericanAir More concerned about the elderly passengers than myself. Safety hazard.,@553631 We appreciate you letting us know so we can get on this right away.,0.21103317860301032,0.0,unknown,False,True
155,653235,2017-11-22 07:04:07+00:00,@AmericanAir Still laughing at the absurdity of this tbh. No idea when the bag will show up yet though. American's website for lost bags is about as reliable as package tracking.,lost_found,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Boarding an @AmericanAir flight is about as bad as an IRS audit. No organization whatsoever.  Give me @SouthwestAir any day of the week...#luv,@718811 We're so sorry for any issues during the boarding process. Please let us know if we can help in some way.,0.15717663058029102,0.09090909090909091,unknown,False,False
156,2911100,2017-11-28 21:44:40+00:00,@AmericanAir why would i pay $1400 to secure my status when I'm less than $50 and 800 miles away? Knowing that I have a trip scheduled next week this seems like a waste.  Do you really know your customers?,loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,@AmericanAir - this seems like a problem https://t.co/oWgxdF6Cc0,"@416711 What is it you're trying to do on the site, Omeed? Possible we can help from here.",0.2696577526341556,0.0,unknown,False,True
157,475781,2017-12-01 10:33:22+00:00,"Waiting for this flight to Charlotte on @AmericanAir out of the 305, current mood: https://t.co/VFPZbwngDl",ambiguous_general,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Excited to be making my way to #Charlotte on @AmericanAir via @45845 &amp; @45846. #MyGlobalLife #charlottesgotalot #LuxuryTravel https://t.co/kTHKcV5jhI,"@186598 We're thrilled to have you on board with us, Aniesia! You should be arriving into CLT just a little ahead of schedule at 10:30a",0.23428222354992548,0.0,unknown,False,True
158,2832493,2017-11-27 14:59:00+00:00,@AmericanAir AA433 can’t wait an extra 20 minutes since many people are trying to make a connection to SFO?,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir And now I'm likely to miss my connection to SFO,"@222986 If you need help with rebooking options, please see an agent, or call Reservations at 800-433-7300.",0.23671473665026377,0.4,unknown,False,True
159,658332,2017-11-22 23:01:39+00:00,Have you ever been in a cab with coworkers and you were the only one not allowed to check bag? I got left in Chicago thanks to @AmericanAir,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Thank you @AmericanAir you were the real MVP!!!,@376904 Someone has to be the #mvp and we're glad to hear it's us!,0.19947202344143292,0.0,unknown,False,True
160,110336,2017-11-23 18:44:03+00:00,Missed @AmericanAir flight this morning. Now @140508 cancelled our Sat. return flight and wants to extort $200 more to rebook on that same flight we already paid them for.  Refusing to refund $. #badcustomerservice Thanks for ruining our family's Thanksgiving,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir thanks for ruining our flight to Hawaii this morning. I’ll be filing my claim for a refund when we get back.,"@637532 What's going on, Carol? We're here to help if you need it.",0.20537213958550643,0.0,unknown,False,True
161,452309,2017-11-30 21:56:02+00:00,"@AmericanAir Still waiting for an answer! I dont need to be told its not affected ""now"". Of course its not. Its December 1st. Nor do I need to be told how to check flight status. Im grown. This is going to be a PR nigthtmare &amp; U R not helping!",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir Its 8:40...still waiting....,@171466 Boarding is starting now and you'll be wheels up soon after!,0.19701683231366776,0.0,unknown,False,True
162,163868,2017-11-24 19:05:17+00:00,@AmericanAir ridiculous policy of charging $150 to restate miles when you book using miles - #stopflyingamerican and use @SouthwestAir instead!!,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,What's the point of using miles when @AmericanAir makes you pay for redeeming it. #betterusingsome1else #airlines,@373182 You're still subject to taxes and if you book within 20 days of departure there is an expedite charge.,0.2735470968054873,0.0,unknown,False,True
163,514255,2017-12-01 23:52:18+00:00,"Buy an aisle seat on @AmericanAir in July for a flight in December. Get boarding pass for middle seat...  ""Thank you"" for the 7+ hour flight in the middle seat...",seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,"Sure... give the 6'4"" guy the middle seat 😡😡😡😡😡 @AmericanAir",@563925 We understand the struggle and always want you to be comfortable. Take a look at our roomier Main Cabin Extra seats: https://t.co/N9kHMrvr7b,0.28888783881494395,0.0,unknown,False,True
164,514202,2017-12-02 00:22:36+00:00,@AmericanAir flight attendant on 5282 makes me unpack everything in my bag and carry it in a plastic bag because my bag is too big to carry on plane. Left my scarf and a folder inside. Silly! #loyalamericanmember https://t.co/fFVH4RFhbC,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.","@AmericanAir my bag is ""too big for overhead compartment"" but my neighbor's noticably larger bag isn't? #Jetblueisbetter",@494299 We're sorry for any inconvenience. Your bag would need to fit into the sizer for the overhead bin space.,0.24091189761311818,0.0,unknown,False,True
165,564616,2017-12-03 00:07:48+00:00,@AmericanAir are  you kidding me ????  That's  exactly team  I contacted the  Customer Relations team. Shit service and minimal compensation for  being trapped in Rio for three  days  due  to the A-Airbus electronic fault  not to mention that I lost over 1200 USD  for  my hotel.,lost_found,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,"Are you kidding me with this hold time right now, @AmericanAir ? https://t.co/aMrBVMhbVm",@448456 We're sorry it's taking longer than expected to get through but we have all hands on deck trying to answer calls quicker.,0.1896084765273197,0.0,unknown,False,True
166,2792406,2017-11-21 20:49:28+00:00,Everybody told me: Don’t use @AmericanAir but I’m stupid and  I bought the tickets to US with them.,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,"@AmericanAir And no, I bought the tickets round trip.","@306035 It's your confirmation code. You can also confirm your full name, date of travel and origin city via DM.",0.37197461850883745,0.0,unknown,False,True
167,2721513,2017-11-26 23:25:58+00:00,@AmericanAir It should probably reiterate that clearly considering I just had to pay because I thought I didn’t have a seat? Thanks,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,"@AmericanAir at @127663 you should probably train your employees to NOT call customers ""stupid people"".",@615779 We expect our airport team to always be professional with our customers. Our sincere apologies for any rudeness you experienced.,0.18084077798767978,0.0,unknown,False,True
168,480036,2017-12-01 12:43:32+00:00,"@AmericanAir Hi, what’s the status of the flight No.2545 (LAX-MEX). My parents had to land in Mazatlán to load fuel. The flight had to have landed at 6 am in the @199555.",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir what is the status of flight 6030 from LAX. Will it land in PDX or SeaTac?,@350330 The flight is diverting to SEA due to weather conditions at the destination.,0.2470795173930199,0.1111111111111111,unknown,False,True
169,543256,2017-12-03 01:50:26+00:00,"@AmericanAir Hi @americanair, we have landed in SFO 3+ hours late (missing our afternoon plans) and without our luggage (which seems to have taken a different tour across the country). Anything you can do to make up for this?",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Hey @AmericanAir I just booked airfare for my buddy’s bachelor party. Anything you can do to make it a memorable one?,@170686 We always try to make every trip memorable for all the right reasons! Congrats to your friend!,0.18212216741692236,0.0,unknown,False,True
170,701912,2017-11-23 15:59:23+00:00,@AmericanAir friend couldn't make her connection b/c her original flight was delayed....can she at least get a voucher since now she misses #Thanksgiving??,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,"@AmericanAir We just hope she makes her connection now. She's boarding, but the agents told her that making her next flight was CLT's problem","@200305 Our agents will be sure to help, if additional assistance is needed. Our crew will take excellent care of her.",0.24673982589034105,0.0,unknown,False,True
171,152378,2017-11-24 17:58:20+00:00,@AmericanAir Then why am I still unable to check in? Your AA team and oneworld partners are the reason we’re in this mess in the first place. Iberia canceled a segment and no one thought to tell us. You just decided we’d teleport to Madrid.,ambiguous_general,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir why am I unable to check in online? My record locator is GLCGFU,@734717 Everything looks good on our end. What message are you getting?,0.21135443799265607,0.0,unknown,False,True
172,2368467,2017-11-26 17:03:37+00:00,.@AmericanAir is charging customers a $60 “bag fee” at the gate based on ticket class. Guess there wasn’t enough space... oh wait. #morelikeUNAmerican https://t.co/1FyjUboM29,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",@AmericanAir and this $50 checked bag fee at the gate has me shook! What happened to $25? Smdh,@234085 Sounds like you're travelling on a Basic Economy fare that comes with charges if you bring a carry-on bag: https://t.co/MKvFFVWJdz,0.2624184300620874,0.0,unknown,False,True
173,249828,2017-11-25 02:52:28+00:00,@AmericanAir why is flight AA4340 already delayed???,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir why is flight #3795 delayed???,"@459067 We're sorry for the extra time, Donna. There was a previous maintenance delay. We show you're flight is estimated to depart at 2:45p.",0.7805920263160828,0.1111111111111111,unknown,False,False
174,2967226,2017-11-29 22:54:04+00:00,"Dear @AmericanAir, 

1 of your Aadvantage reps called yesterday to remind us that husband's 149k miles were about to expire. We fixed that today. 

A Million THANK YOUS for that call! https://t.co/HTQ5ZMOsWW",loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,. @AmericanAir still waiting for that call. https://t.co/JUzvv1HvcI,@323786 A specialist will be in direct contact soon. Thanks for your continued patience.,0.3224774413413177,0.0,unknown,False,True
