eval_id,customer_text,human_intent,predicted_intent,intent_confidence,retrieved_customer_text,retrieved_support_text,retrieval_similarity,retrieved_intent,safe_to_auto_handle,evidence_sufficient,escalation_reason,expected_reply_points,retrieval_evidence,system_decision,system_reason,human_decision,human_evidence,system_evidence
100,"With the inevitability of flight cancellations on @AmericanAir, is it better to suck up the expensive airfare and not travel 4 fear of being stuck across the country OR accept only involuntary refunds when we are stuck, not being able 2 afford airfare home on responsible carriers",payment_fees_refund,payment_fees_refund,0.133812808003275,@AmericanAir Can't use my $200 airfare and was told there is a $200 change fee. Can you please be more like @SouthwestAir ? #pleasehelpme,"@576950 We always want to help but dependent on the fare rules of your ticket, it may be more cheaper to purchase a new ticket from time-to-time.",0.111248098246323,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
101,@AmericanAir I had to end my trip way sooner than expected. :( Bought a new flight because it was way cheaper than changing my return. What do I need to do to cancel my return so someone can have that seat?,cancellation_schedule,seat,0.14941924412546753,@AmericanAir what do you need to do to get priority seating in Philly.  Traveling again tomorrow,@253110 You can purchase Priority or Main Cabin Extra seats online. Please take a look thru https://t.co/N9kHMrvr7b.,0.15348563613803526,seat,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
102,"@AmericanAir Flight 989 MIA-MVD is a bad joke from you AA. Delayed almost everyday, cancelled at least once a month!",cancellation_schedule,cancellation_schedule,0.143089815717758,@AmericanAir Maybe tomorrow. Flight 989 to Montevideo cancelled . It took you 3 hs to accomodate us in a hotel #americanmierlines,"@627832 We're so sorry for the delay in your trip, Juan. Your patience is greatly appreciated.",0.15289074589761092,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
103,@AmericanAir Good to know... I wish the check-in agent had informed us of this or there was an announcement at the gate.,checkin_boarding_gate,checkin_boarding_gate,0.25047034662852546,@AmericanAir Cannot check in online please check in at the gate,@260735 It's because you don't have a seat assignment and the airport has now taken control of the flight.,0.1734437022847289,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
104,OMG the Stewardess on @AmericanAir #AA6028 is losing it with the customers. too small plane / too big carryon. #profitsb4satisfaction,baggage,baggage,0.08472650331091308,@AmericanAir carryon bag used many times no problem today 1.5 inched too big $50,"@439876 It sounds like you may have purchased a Basic Economy fare. Please DM your record locator, and we'll take a look.",0.23056766627872063,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
105,"@AmericanAir Can you explain to me why the last 4 flights I've been on have been delayed upwards of an hour for ""maintenance"" issues? I have to get back to school to take a test!",flight_delay_status,flight_delay_status,0.2235881683721757,@AmericanAir take us off plane for maintenance issues. Delayed 2 hrs. Put us back on same plane &amp; delayed again for maintenance  issues.,@433860 We sincerely apologize for the continued delay. Our crew's working hard and will have you on your way the moment they're able.,0.22453381156526722,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
106,"@AmericanAir #AmericanAirlines Yeah, keep fouling us with “hydraulic pump failure” and going back to the gate from runway the minute before take-off. If you don’t know how to fly it or maintain it, don’t do it!",flight_delay_status,checkin_boarding_gate,0.16526689449340254,@AmericanAir @2189 1 hour on the runway to “burn off fuel”?? Now going back to the gate.   May not leave CLT tonight #snafu 🤬😣,"@471630 You should be in the air shortly, Michael. We really appreciate your patience this evening.",0.1672814507010332,checkin_boarding_gate,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
107,"@AmericanAir Booking my holiday travel when I saw your latest money grab. Forcing people to pay AT THE GATE for their second carry on? Disgusting. And it's a strict feature removal/price hike; ""basic"" now costs the same as the old ""standard"" which included overhead space.",booking,baggage,0.16723856656749314,@AmericanAir forcing people to check their bags at the gate AND then making them pay for it? The worst.,"@722573 Do you have a Basic Economy ticket? If so, you will need to pay a charge for any checked bags. https://t.co/MKvFFVWJdz",0.20882522228619926,baggage,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
108,@AmericanAir i am a lonely college student who was excited to go home today but my flight got cancelled less than an hour before boarding and now i’m SAD what do you have to say for yourselves,cancellation_schedule,cancellation_schedule,0.20070480985348133,"@AmericanAir Flight got cancelled. I hoped to finally fly on the mad dog(MD80) today, but I guess my dream will stay a dream. https://t.co/MZhGso4ubz",@726111 Please DM your record locator and we'll check other #Maddog flights for you today!,0.15479637839073945,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
109,Might have to reconsider my @AmericanAir preference. Late once again and sat on plane for over 45 minutes. Come on guys.,flight_delay_status,baggage,0.1045203325285611,Come on @164688 @AmericanAir Landed 45 minutes ago and my bag hasn’t been unloaded yet?!,"@647340 Sorry for the wait, Dayna. We're working hard to get your bag to you.",0.18492358684214935,baggage,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
110,@AmericanAir Yes. We each checked in on our own phones.,general_complaint_or_other,baggage,0.0787479453021476,@AmericanAir checked in for my flight but there was not checked baggage option ... how do i add this?,@570405 Checked baggage would be added on arrival at the airport. You can add it at a Self-Service Kiosk or with our team at the counter.,0.1397713000020709,baggage,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
111,@AmericanAir I know. Thanks for confirming the shortcomings. There’s technology to allow both card and WiFi on these flights. Choose to invest in it.,onboard_services,onboard_services,0.17580475983007746,Hey @AmericanAir no wifi on 2 flights,"@531692 We're working hard to get our planes equipped with Wi-Fi and other amenities. Meanwhile, our crew will take great care of you!",0.16589395133847382,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
112,Way to go @AmericanAir. Flight 2 hours late so my son missed his connecting flight home. No excuses. None.,flight_delay_status,rebooking_itinerary,0.12478773704353938,@AmericanAir disappoints again. My SO missed his connection b/c had no gate and AA wouldn’t wait &lt;10 min. Next flight is in 8 hrs. Great.,@362308 We're sorry to here he missed his flight. Our airport will assist with the next available option.,0.1531257845806571,rebooking_itinerary,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
113,@AmericanAir if I book travel do I have 24 hrs to cancel booking thru https://t.co/lTv7yKzoE9,cancellation_schedule,booking,0.13622459851447696,"@AmericanAir If I book a flight on Mon. morning for Wed afternoon w/ a voucher &amp; need to cancel w/in 24h, will the refund go to the voucher?",@505583 In order to qualify for the 24 hour refund you'd need to be within 24 hours of purchase and your flight more than 2 days away.,0.20630183279914963,booking,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
114,"@AmericanAir Thank you to James Peterson, the gate agent at DCA, for his wonderful customer service. Happy Thanksgiving!",checkin_boarding_gate,checkin_boarding_gate,0.20301994531558673,@AmericanAir I'd like to send a thank you to a special gate agent at ORD. Please help!,"@698274 We'll gladly make sure it gets to them! Please DM your record locator, flight, gate number and details.",0.2522864793504586,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",True,AUTO,sufficient_evidence_low_risk,ESCALATE,INSUFFICIENT,SUFFICIENT
115,@AmericanAir I am new to @AmericanAir and so far not impressed.  My table on the rescheduled 1559 flight was leaning so far my coffee was almost spilling... https://t.co/xia2V4qG0c,onboard_services,rebooking_itinerary,0.13316467230686824,"@AmericanAir Yeah. We lost the upgrade on the connection we missed, a central reason we planned so far in advance.",@158187 It's important to us to keep you and your honey close together. Please see our airport team about getting on a list for upgrade.,0.13020842566427138,rebooking_itinerary,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
116,@AmericanAir I did but really service during this entire inconvenience has been really bad and no one can explain how it ended up in DAY when it was no where on my itinerary.,general_complaint_or_other,payment_fees_refund,0.122910737104947,@AmericanAir Why ask for my locator number if no one can help me. We're out hundreds in car rental and hotels that we missed and no one knows how we get reimbursed. No one knows who can help. https://t.co/YFibTYzPJL,@748371 We know this trip didn't go as planned and we're truly sorry. We'll take a closer look and contact you via DM soon.,0.10621431778927837,payment_fees_refund,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
117,@AmericanAir We  just got delayed us for another another hour and a half,flight_delay_status,flight_delay_status,0.16775732253166895,"@196746 @AmericanAir thanks to the dummies that stocked wrong plane, and delayed us for hour and 15 minutes.",@217451 What's your flight number? We'll check for an update.,0.31008598913355157,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,True,AUTO,sufficient_evidence_low_risk,AUTO,SUFFICIENT,SUFFICIENT
118,@AmericanAir “At this time.” So probably a couple hours before I’m supposed to board I’ll get a cancellation and end up paying more for a ticket.,cancellation_schedule,booking,0.1243761916526317,@AmericanAir Not trying to pay $1000 for a ticket I was supposed to pay $350 for,@337832 We do send an e-mail if we have the info on file to let you know. Our apologies if it wasn't received.,0.14633230606118397,booking,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
119,"@AmericanAir I used my miles to but my father’s ticket To New Orleans, but didn’t get the email confirmation. Can you please resend it to me?",booking,loyalty,0.19724921207425677,Where can my miles take me 🤓 @AmericanAir https://t.co/JkCft1Y3JZ,@284858 We'd love to take you on an #AAdventure! Please check out this link for available award travel: https://t.co/iJWiiS4WLg,0.1281701954243058,loyalty,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
120,@AmericanAir I have filed! I received a call but no one was on the other line! When I called back I had to leave a voicemail!! I demand reimbursement for the clothes and shoes I'll have to buy today!!,baggage,payment_fees_refund,0.14462498296132473,Thanks @AmericanAir for the reimbursement. Much appreciated. https://t.co/ytfS8gME5Q,"@376417 Glad to help! We look forward to seeing you again soon, Natalie.",0.12751655219383842,payment_fees_refund,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
121,"@AmericanAir Your “airport team” hasn’t done anything. This is chaos and disorganization at its worst. They KNEW the fuel engine was broken before boarding and put us on plane anyway. I expect a 250,000 miles for the major inconvenience. #dangerous",flight_delay_status,loyalty,0.15656727880906787,"Just spent 565,000 @AmericanAir miles for one trip (2 ppl). Amazing flights but wow, that’s a lot of miles gone!!","@187774 We're very excited to have you on board with us, Dave!",0.12849912826212714,loyalty,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
122,"With all of the crap we’ve dealt with lately from expediting fees for online tickets to terrible customer service, it’s a given we won’t fly @AmericanAir again. Would recommend others to consider other carriers who care about their customers",payment_fees_refund,payment_fees_refund,0.13408602970005948,@AmericanAir @176804 I have tickets to the game and now I won't be able to go unless I pay change fees for new tickets,@292559 We're not part of that decision making process. Please work with our specialists in Reservations for the best available options.,0.1444961115156733,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
123,@AmericanAir I tried to book a ticket but didn’t an email and my card wasn’t charged—safe to assume it wasn’t booked?,booking,booking,0.21329421242366509,"@AmericanAir hi, I booked an award flight but didn't get my 10% discount from my Barclay like normal. I need those to book return.",@389098 We're happy to take a look into what happened. Give us a call at 800-882-8880.,0.16253355778140716,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
124,Hour and a half delay with more to come. We just don't know how much. Great job @AmericanAir. That's another reason why I fly @SouthwestAir every chance I get.,flight_delay_status,flight_delay_status,0.13092661912055858,An hour and a half delay and now we're de-planing? Okay @AmericanAir thank you... I didn't want to get home on time anyways,@286305 We know you're ready to get going and we're sorry for your delay. What's your flight number? We'll find out more info.,0.1976582083760069,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
125,I have a sneaking suspicion that I'm about to be rather sad I checked my bag...@AmericanAir 😜,baggage,baggage,0.21657523109507393,Grace! The @americanair sister checked my bag through to NYC. Whew! LOL,"@158636 That's great news, Roland. Have a wonderful flight!",0.28397103510271504,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",True,AUTO,sufficient_evidence_low_risk,ESCALATE,INSUFFICIENT,SUFFICIENT
126,"@AmericanAir Not from email response I received 2day fm UR customer relations dept. Offered a refund only for the price dif for the 1 ticket in which, 1 of us were kicked out of 1st class She stopped short of blaming it on me, when I asked if she was interested in keeping me as a customer",payment_fees_refund,booking,0.16315163663453572,"@AmericanAir When I asked for the ticket agent's manager's information, she refused to give it to me, but I am sure you will be able to track it down.","@206953 You're always welcome to speak with a manager and if you make another request, perhaps with another agent, they'll be able to assist.",0.11846468146596703,booking,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
127,@AmericanAir Thanks. Took me an hour but I just kept my ear buds in and lived life - 2 transfers &amp; a lost call later a delightful woman cancelled my reservation &amp; I was able to rebook w/the upgrade!,rebooking_itinerary,cancellation_schedule,0.17564560204885482,"@AmericanAir Able to rebook, but now that flight has also been cancelled.",@392788 We'd be happy to take a closer look at your reservation. Please follow and move to DMs with your record locator.,0.17037543991066303,cancellation_schedule,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
128,who doesn’t dream of having @AmericanAir calling your movie great 😍🎥💛😍🎥👑 https://t.co/a4gMJW3kqm,onboard_services,onboard_services,0.06975437760850346,Obsessed that @AmericanAir has Clueless as a movie option. ✈,@687744 We're glad that we have something you enjoy!,0.15730479236338282,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
129,"@AmericanAir absolutely miserable gate management at 42B at LAX today. Made everyone with bag get out of line to check bags all at once. On board, half of overhead is open upon departure.",checkin_boarding_gate,baggage,0.17635755597456892,Thanks LAX @AmericanAir gate agent who made groups 6 + check bags on red eye to Chicago. At least 50% of overhead is empty. https://t.co/zwjwqb9gtC,"@153490 We're so sorry for the inconvenience, Blair. We rely on our team to monitor the overhead space. Thanks for being flexible.",0.2133842915431937,baggage,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
130,"@AmericanAir Yes. Last Tuesday night. See my DM for more details. The lost and found person kept telling me to contact @AmericanAir. Do you contract this service out? If so, you may want to consider a new vendor...",lost_found,lost_found,0.2191854227747776,@AmericanAir i need a phone number for lost and found.,"@161200 If you haven't, please file a claim via: https://t.co/JsEGHYNki5 They stay in touch with you of any updates or new info available.",0.1828164653523914,lost_found,False,False,lost_property_case,Provide the Lost & Found process and request relevant flight/item details.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
131,"Very disappointed with @AmericanAir. First, I get charged $75 for using my points. Then my flight - which it says is on time - is actually not. We've been waiting for 30 minutes past our original boarding time to board.",flight_delay_status,payment_fees_refund,0.15669049213818223,First it was having problems paying for the flight and now I get charged twice....again very disappointed @AmericanAir,"@324161 We'd be happy to take a closer look at your reservation, Victoria. Please follow and share your record locator in DMs.",0.15781252354903325,payment_fees_refund,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
132,"hey @AmericanAir, you should probably notify me that the overhead on my plane is smaller so i could, i don't know, pack in a bag that could fit? so i don't add another hour to this day?",baggage,baggage,0.16116856779216013,"@AmericanAir .  @AmericanAir I await my bag that could have flown with me (empty overheads, I have photos.) 

Here is the complaint you requested. ☝🏼☝🏼☝🏼",@339064 We'll make sure your comments about your experience are forwarded. Please DM us your AAdvantage number or flight details.,0.12735787583026384,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
133,Cancelled my @AmericanAir CC and will never fly them again. Zero point to fly with an airlines that doesn’t value mileage members.,loyalty,cancellation_schedule,0.16633438550796667,@AmericanAir never fly them again. They say they support military but im a vet and they told me to fend for myself when they canceled my ✈️,@380528 We have a long great history with our military. It's determined by the reason of the cancellation. Please DM the the locator so we can look.,0.1628810239608386,cancellation_schedule,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
134,"@AmericanAir can you explain how you decided delay a flight 4+ hours (were still here), not let any one know until 30 min before, then not make sure the fuel pumps are working? all while only providing 1 bag of chips and a bottle of water?",flight_delay_status,flight_delay_status,0.13516418191426482,"@AmericanAir In your opinion, does a free banana, desani water bottle, two clementines, and a bag of sun chips make up for the delay? Maybe y'all should implement a gourmet plan for delays over 2.5 hours at the gate. Just saying...",@718435 We're always looking for ways to better your experience and we appreciate you. Please DM us once you've reached your destination.,0.14184353332963331,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
135,"I am flying business, you don't allow me into the business lounge AND you cancel my flight back, really? @AmericanAir",cancellation_schedule,cancellation_schedule,0.12428187087849148,Why would you cancel my flight on Canadian #Thanksgiving @AmericanAir 🙄🙄,@322566 We do all we can to avoid cancellations and get you where you need to be. Please meet us in DM if you need help rebooking.,0.2449656285533771,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
136,@AmericanAir Why are your MIA Check-in Crew violating CFR 1540.5 by marking the outside of baggage that contain firearms. They are negating the TWIC screening process of airport personnel in a secure area and putting all travelers in danger by doing so. https://t.co/R7OGDBoPw9,baggage,checkin_boarding_gate,0.15726015673525012,@AmericanAir Why would it cost money to check in? Why are you all so pushy about checking bags?,@390778 We're still not sure what's going on? Are you checking bags at our ticket counter or gate area?,0.12169770317875758,checkin_boarding_gate,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
137,@AmericanAir what are passenger rights if you cancel our connecting flight from NY to Ohio and leave us stranded in NYC please?,cancellation_schedule,cancellation_schedule,0.11109296796835982,@AmericanAir just cancel my flight from NY to Dayton already so I can go back and cuddle with my girlfriend for just one more night.,@502458 We see there's a weather delay and you should be taking off at 10;32p. We appreciate your patience with the weather.,0.19399757716187113,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
138,"Traveling during Thanksgiving proved to be interesting. At a time when security is on high alert, we only needed to be fearful of airline employees after witnessing a fight between two @AmericanAir staff members at the gate in Charlotte, NC. Inappropriate and uncomfortable.",checkin_boarding_gate,checkin_boarding_gate,0.17860822667477919,"OMG! Made it - they held boarding! Thanks @americanair (@ Gate E35A,B in Charlotte, NC) https://t.co/aJwYckHlFs","@153920 Fantastic! Enjoy your flight, and thanks so much for your understanding today.",0.14594112719707342,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
139,@AmericanAir @28752 Status of today’s Flight #5164??,flight_delay_status,flight_delay_status,0.0713147837930229,@AmericanAir By the way what's the flight status of American 4677,@143433 We're getting an update now and you should be notified shortly.,0.2463002480710769,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
140,"Meanwhile, if you book your flight to Chicago and your return flight to St. Louis in 2 different reservations instead of 1, @AmericanAir won’t charge you $200. This makes exactly zero sense",payment_fees_refund,booking,0.1431021817596106,That feeling when an Economy MileSAAver ticket pops up and you  can book your return flight from HNL-OKC for next July. @AmericanAir https://t.co/poi7MaAZHt,@412098 That's #AAwesome! We'll see you then.,0.18072729902212703,booking,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
141,@AmericanAir Not when one of the workers in the airport tells me to just go to my gate and it would be fine. If I would have known it would be $50 at the gate I would’ve paid at the front!,payment_fees_refund,checkin_boarding_gate,0.24828622035232262,@AmericanAir If you are going to cancel a flight it would be nice to have someone at the gate to let us know what to do. #TPA,@126470 We should have agents available to guide you on your rebooking options. Please DM your record locator and we'll take a peek.,0.1837428242905243,checkin_boarding_gate,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
142,@AmericanAir let me fly with my carry on too miami then told me it was too big to fly back! Had to pay $400 for another ticket 🤦🏼‍♀️,baggage,baggage,0.17835180196820632,Wtf!!! After paying almost $400 for a flight I️ gotta pay @AmericanAir xtra money for my carry on ??? 😡😡😡😡,@626426 It sounds like you paid for Basic Economy and that fare is more restrictive. Here's more info: https://t.co/MKvFFVWJdz,0.2341531635167382,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
143,@AmericanAir so when will you be giving notice of what flights are canceled?,cancellation_schedule,cancellation_schedule,0.12063217985952202,@AmericanAir thanks for no notice of my flight being canceled out of #STT. Sounds like you canceled all your flights and didn’t tell anyone.,@563776 Please click here to receive notifications https://t.co/h88H9iXqqT. Follow and DM your record locator and we'll take a look at your options.,0.20633992466729303,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
144,@AmericanAir 117. when will we land now? also do we get wifi on this flight?,flight_delay_status,onboard_services,0.18254575964883538,Wow - Lightning fast WIFI on this @AmericanAir flight today !  Hope this becomes more pervasive...,"@541586 That's great to hear! We're happy when you are and we know how important a good connection is. Glad to fly with you today, Paul.",0.23491676263071568,onboard_services,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
145,"@AmericanAir ""Sorry"" will not get me to my connection on time... I pay for on time arrivals. Not missed connection. Thanks.",rebooking_itinerary,rebooking_itinerary,0.30926613326680275,@AmericanAir I’ll miss my connection. Thanks.,"@531695 If the connection will be missed, would you prefer to fly out in the morning? Please follow and DM and we can check available options.",0.314528465796997,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,True,ESCALATE,high_risk_intent,AUTO,SUFFICIENT,SUFFICIENT
146,@AmericanAir Thank you for sending us vouchers in an effort to make up for our seat assignment error. Such a gesture is rare for airlines today but very much appreciated by two young travelers!,seat,seat,0.1472037556729285,Thank you @AmericanAir for seat upgrade #middleseatcrisisaverted,"@417033 Yay, David. We're looking forward to having you up front with us today!",0.13796116229930527,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
147,I can’t wait to be home!! Ready for my two segments to get closer to Gold Elite Status with @AmericanAir,loyalty,loyalty,0.1296072053666331,@AmericanAir can you buy segments to count toward elite status?,@550889 You need to fly the segments for them to qualify. You might be able to Boost Your Miles. Click here for info https://t.co/bQvdbDhFpk,0.33954137701432074,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,True,AUTO,sufficient_evidence_low_risk,ESCALATE,INSUFFICIENT,SUFFICIENT
148,"And then the pilot lies @AmericanAir &amp; announces there is a new plane (no plane), I get re-booked on orig flight (still not going now cancelled). Now chasing down my back. Did I mention the nasty reservationist?? https://t.co/UNKUIGUqKx",cancellation_schedule,cancellation_schedule,0.15936536846030896,"@AmericanAir No joy, now cancelled.",@562400 Our team does their best to avoid cancellations and we see you're working with them now for rebooking. We'll have you on your way ASAP.,0.1709965225377288,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
